unit,mean,std,n,individual_ratings
Alex poured himself some juice. He poured the juice into a flower pot.,1.52,0.7975,100,"[1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 5, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 3, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 3, 1, 2, 2, 1, 2]"
Alex poured himself some juice. He poured the juice into a plastic cup.,4.5859,0.7286,99,"[5, 4, 4, 4, 5, 4, 3, 5, 5, 4, 4, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 3, 5, 5, 4, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 3, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 5, 5, 3, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 2, 5, 5, 5, 5, 5, 3, 5, 5, 2]"
"Amanda either was elected president or quit the club. If she was elected president, she will have less to worry about.",1.94,1.033,100,"[1, 1, 4, 2, 1, 2, 2, 2, 5, 3, 3, 2, 3, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 3, 1, 2, 1, 2, 2, 1, 2, 2, 2, 3, 2, 2, 1, 1, 2, 2, 2, 1, 4, 1, 4, 1, 2, 3, 2, 1, 1, 4, 2, 3, 5, 2, 3, 2, 1, 2, 2, 5, 2, 3, 2, 3, 3, 1, 1, 4, 2, 1, 3]"
"Amanda either was elected president or quit the club. If she was elected president, she will have more responsibilities.",4.59,0.8177,100,"[5, 4, 5, 4, 5, 4, 4, 5, 5, 4, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 3, 5, 4, 4, 5, 2]"
Andrew wanted to get drunk for his 21st birthday. He had several shots of soda before the night was over.,1.72,1.1108,100,"[1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 3, 1, 2, 5, 1, 5, 1, 1, 1, 5, 1, 3, 3, 3, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 4, 2, 1, 2, 1, 1, 5, 1, 2, 1, 5, 3, 1, 1, 3, 1, 1, 1, 2, 1, 2]"
Andrew wanted to get drunk for his 21st birthday. He had several shots of vodka before the night was over.,4.3535,0.8957,99,"[4, 4, 5, 4, 5, 4, 2, 3, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 1, 5, 3, 5, 5, 4, 4, 5, 5, 5, 3, 5, 5, 5, 4, 5, 4, 5, 5, 3, 4, 5, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 5, 4, 5, 4, 5, 5, 3, 5, 4, 5, 4, 4, 3, 5, 3, 5, 5, 4, 5, 4, 4, 5, 5, 5, 4, 5, 5, 2, 5, 4, 3, 3, 5, 3, 5, 5, 2]"
Anthony fell into the pool at the party. His clothes were dripping when he left the pool.,4.86,0.3766,100,"[5, 4, 4, 4, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 3]"
Anthony fell into the pool at the party. His clothes were dry when he left the pool.,1.46,0.9257,100,"[1, 1, 1, 2, 1, 2, 4, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 3, 2, 1, 1, 1, 5, 1, 1, 1, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 5]"
Barry played catch with his dog. He threw a bowling ball across the park for his dog.,1.3,0.7177,100,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 2, 1, 4]"
Barry played catch with his dog. He threw a tennis ball across the park for his dog.,4.54,0.8339,100,"[5, 4, 4, 4, 5, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 1, 4, 4, 5, 5, 3, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 3, 5, 4, 4, 4, 5, 4, 5, 5, 5, 5, 3, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 2, 5, 4, 5, 5, 5, 4, 5, 5, 3]"
